,0
price,0.47513324481590385
category_freq,0.22769740307676425
seller_loyalty_encoded,0.11206003803071274
seller_product_count,0.09648597348796864
is_new,0.08862334058865051
has_tags,0.0
shipping_admits_pickup,0.0
shipping_is_free,0.0
