,0
price,0.34609702503093265
seller_loyalty_encoded,0.26310191894166857
category_freq,0.23996018653093165
seller_product_count,0.15084086949646716
has_tags,0.0
shipping_admits_pickup,0.0
shipping_is_free,0.0
